,content
10,"하지만, 항공사에서 제공하는 기내식의 경우 맛집으로도 손색이 없는 것은 물론 비주얼로도 그 퀄리티가 뛰어난 곳이 있습니다. 우리나라... 저가 항공사의 등장으로 기내식이 축소되거나 사라지는 경우가 있고 일부 항공사의 경우에는 별도 비용을 지불하고 기내식 구매를 해서 이용을 하는..."
11,"대다수 저비용 항공사 취항 중 워낙 인기 있는 여행지다 보니 대다수의 국내 항공사들이 매일 취항합니다. #제주항공, #이스타항공, #진에어, #티웨이항공, #에어서울, #대한항공, #아시아나항공. 외항사로는 베트남 국적기인 비엣젯항공과 베트남항공이 수시로 운항해요. 경유편은 마카오를..."
12,박삼구 금호아시아나 그룹 회장 퇴진 선언 (PG)[정연주 제작] 사진합성 일러스트 20년 가까이 국내 양대 국적항공사를 이끌어온 수장이 하루... 계기로 직원들 사이에서 갑질 의혹이 제기됐다. 경영 경험이 없는 딸을 금호리조트 상무에 임명해 '낙하산' 논란을 일으키기도 했다. ***@***.**.** #항공사
13,"국적기는 묘하게 피해서 타는 바람에 '워스트&베스트' 기내식에 한국의 항공사가 없다는 점이다.(아쉬운 게 아니라 오히려 다행인 걸까?) 아래는... 닉은 이 항공사의 이코노미, 비즈니스클래스의 기내식에 대해서도 팬이라고 자처한다. 최근 도쿄에서 자카르타까지의 비행 중 비즈니스클래스에서..."
14,"항공사 조종사, 파일럿이 최고의 직업인 10가지 이유! 전 세계를 비행하면서 돈도 벌 수 있다면 어떨까요? 파일럿은 너무나도 멋진 직업이에요. 저는 2010년부터 비행기를 조종해왔고, 이 직업에 대한 애정이 평생 가리라고 확신합니다. 파일럿이 왜 세상에서 가장 좋은 직업인지 오늘 제가 무려..."
15,대한민국 비행기는 전세계뿐 아니라 아시아 지역에도 없음 2019 #트립어드바이저 전세계 #인기항공사 10선 전 세계 최고의 항공사 - 트립어드바이저 Travellers  Choice 어워드 1 싱가포르 에어라인  싱가포르 에어라인의 높은 수준  lilyjvb  SQ와 함께하는...
16,"항공사의 문제가 아닌 경우도 많다...그리고 서비스야... 지불한 금액 만큼 받으면 되는거 아닌가...??? 총평헤 본다면.... 이번에 처음 타본, ""Cebu Pacific Air""... ""괜찮았다."" 그런데...그런데...그런데...생각해보니.... ""세부 퍼시픽"" 이 나힌테 왜 이리 잘 해 주는거여...???인천에서 필리핀으로..."
17,최근 국내 항공사 이용자들이 좁은 객실 안에서 오랜 시간 대기하게 되는 상황이 계속 발생하고 있습니다. '장시간 무작정 기내 대기'는 현행법 위반에 해당할 수 있습니다. 현행 국토교통부 고시  항공교통이용자 보호기준 에 따르면 항공사는 승객을 탑승시킨 채로 지상에서 4시간을 초과...
18,"[여행꿀팁] 인천공항 터미널별 항공사 & 공항 노숙 명당 안녕하세요. 천국나그네입니다. 여!기서 지금 행!복할 것. 여행을 출발했습니다~ 집을... 인천공항 터미널별 항공사 이용안내 <제1여객터미널> 아시아나, 제주항공, 진에어, 티웨이, 이스타항공, 에어서울, 그리고 기타 항공사 제가 알기론..."
19,"항공사와 여행사의 동향을 알려드리겠습니다! 항공사는 현재, 실크에어는 오는 5월2일부터 부산~싱가포르 직항 노선에 주 4회 신규 취항합니다! 매주 화 목 토 일요일 오전8시 출발하여 현지시간 오후 2시15분에 도착하는 일정이라는 사실! 부산 시민들은 이제 싱가포르로 여행하기 위해..."
20,"항공사별 마일리지 유효기간 체크하세요! 해외여행을 자주 다니시는 분이라면 각 항공사별 마일리지가 적립되어 있을 것입니다. 뿐만이 아니라 신용카드 사용에 따른 항공사별 마일리지 적립으로 인한 누적 마일리지도 있을테구요! 전 개인적으로 누적된 마일리지를 부산-서울, 부산-제주 같은..."
21,"대형 항공사들의 연료효율성 비교: TPI 연구보고서 항공산업은 전 세계 이산화탄소 배출량의 2%, 운송 관련 배출량의 12%를 차지하고 있어 기후변화에 중요하고 빠르게 영향을 주고 있다. (The airline sector makes a significant and fast-growing contribution to climate..."
22,살람~ (이슬람 나라의 인삿말) 오만 저비용 항공사 '살람 에어'를 타고 이란 쉬라즈로 갔다. 항공권 구매는 2개월 전에 했고 왕복... 호르무즈 해협을 건너고 있다. #오만여행 #오만항공 #오만한물가 #살람에어 #중동항공사 #살람 #머스캣공항 #무스카트공항
23,이번 추락 사고를 유발항 항공기종  보잉 737 맥스 8  보유한 한국항공사와 전세계 항공사 리스트를 알고 자신스스로 판단해서 탑승유무를 결정해야 옳을 것이다. 이미 보잉사에서 동일기종 동일(유사)사고가 발생한 최신 기종이기에 그 심각성이 더하는 것이다. 개인들에게 이런...
24,"25개 항공사가 동기종 145대에 대한 운항정지 결정을 내렸다. 보잉 737-MAX8 기종은 보잉의 737 패밀리중 최신의 기종으로, 737 원형은 50년 이상 전세계 항공사에 의해 운항중인 베스트 셀러 기종이다. 단일 복도를 가진 동체로 비교적 소형 기종이나, 그만큼 수요도 많아, 1968년 첫 상업..."
25,세계에서 가장 안전하고 서비스가 좋은 항공사는 어디일까? 항공사 서비스 평가 업체인 에어 라인 레이팅스 닷컴이 2019년 세계 최고 항공사 선정 결과 싱가포르 항공이 1위를 차지한 것으로 나타났다. 2위는 지난해를 포함해 과거 5년 동안 평가에서 연속으로 1위에 올랐던 뉴질랜드 항공이...
26,"에어아시아는 자신들을 스스로 저비용항공사 업계의 왕이라고 부르기를 주저하지 않는데, 그 명성에 비해 대한민국 안에서는 그 자랑스러움이 제대로 어필되지 않고 있다는 나름의 조바심 같은 게 있었던 것 같다. 최고이며 최다를 말하는 건데 왜 이렇게 여유가 딱히 없어보인다는 느낌을..."
27,"#마일리지, #대한항공, #아시아나, #스카이팀, #스타얼라이언스, #마일리지적립 요즘 저가 항공사 노선이 확대되면서 사실 마일리지 적립이 쉽지 않으나, 나의 마일리지 적립 방법을 소개한다. 국내에서 주로 다닌다면 두 가지 정도만 알면 된다. 대한항공 마일리지 대한항공+스카이팀+제휴항공사..."
28,"항공동맹체 혜택 : 스타얼라이언스, 스카이팀, 원월드 혜택 및 세계 10대 항공사 항공동맹체 - 스타얼라이언스, 스카이팀, 원월드 항공사들은 혼자 전 세계 노선을 커버할 수 없으므로 타 항공사들과 제휴 연합을 통해 부족한 노선을 보완을 하고 있습니다. 이렇게 제휴 항공사들이 모여..."
29,뉴욕타임스 Travel의 알찬 여행 콘텐츠를 여행+에서 만나보세요 항공사들이 어린이 시장에 주목하고 있다. 장난감 있는 어린이용 키트를 선물로... 뉴욕 소재 여행사 스카이락 최고경영자(CEO) 폴 텀포스는  아이들이 행복하면 부모도 행복하다 며  이런 경험은 다음에 여행할 때 같은 항공사...
30,[여행 빅데이터] 대한 아시아나 이미지 하락에 뜬 항공사 어디? 안녕하세요. 여플(여행+) 장주영 에디터입니다. 지난해 항공업계는 각종 논란으로 시끄러웠습니다. 특히 양대 국적항공사인 대한항공과 아시아나항공이 시련을 겪었죠. 호된 법적 조치와 언론보도에 많은 항공고객이 실망했고...
31,"대한항공 스카이팀 회원사 및 제휴항공사 탑승하고 대한항공 마일리지 적립하기 에어로플로트 (러시아항공), 에어프랑스, 알이탈리아, 중화항공, 동방항공, 델타항공, 가루다인도네시아항공, KLM (네덜란드항공), 베트남항공, 하와이안항공, 남방항공 등을 탈 때 해당 항공사 마일리지프로그램을..."
32,"정시운행률 랭킹   에게안   콴타스   카타르   에어몰타 `최악의 항공사 톱10`에 대한항공 이름 눈에띄네 여행족들이 늘 관심을 가지는 랭킹. 이번에는 최악항공사 랭킹입니다. 마침, 가장 신뢰를 가질 만한 국적기에 대한 랭킹 결과가 나온게 있습니다. 국적기 순위는 각국을..."
33,"낙산사, 설악산, 신흥사, 권금성 케이블카, 소양강 스카이워크, 남이섬, 오죽헌, 선교장, 안목 카페거리 등을 방문할 계획입니다~ 저희 강원도는 지속적으로 동남아 노선 다변화를 추진해 나가겠습니다.^^ #강원도 #양양 #양양국제공항 #양양비행기 #비행기 #해외여행 #저가항공사"
34,"스타얼라이언스 및 제휴항공사 이용하고 아시아나항공 마일리지 적립하기 대한항공과 마찬가지로 아시아나항공도 외국 항공사를 이용할 때 아시아나 마일리지를 적립할 수 있습니다. 아시아나항공이 낡은 기재, 많지 않은 노선 등으로 욕도 많이 먹고 대한항공에 비해서 많이 밀린 것이..."
35,"국내 항공사(대한항공, 아시아나)는 취소 수수료 없음 2. 해외 항공사는 모두 제각각(항공사 사이트 직접확인) 해외 항공사 스카이스캐너 앱에서는 당일취소 이후의 환불은 항공사 환불 수수료가 발생한다고 나와있어요. 해당 항공사 홈페이지를 직접 들어가보면... 에미레이트 항공사 Refund fees..."
36,"항공사의 고객 서비스 데스크를 방문하여 가방이 지연되었는지 확인하십시오. 2. 공항을 떠나기 전에 분실된 수하물 양식을 작성합니다. 양식을... 예를 들어, 항공사는 가방을 배달할지 여부를 알려야 합니다. 또한 귀찮은 일로 보상받을 권리가 있습니다. 떠나기 전에 그것에 대해 물어보십시오...."
37,"한국에 오픈한 미국 항공사 브랜드 ""PAN AM"" 패션에 관심이 많은 패블님들은 이미 아실 거라 생각되는데요. 저에겐 많이 생소한 브랜드라 알아보다 보니 평소 캐쥬얼 룩을 즐기는 저랑 잘 맞을 것 같아 한번 찾아봤어요. 새롭게 론칭한 항공사 계열 brand이다 보니 아래의 로고가 생소한데요...."
38,#보잉737 #항공사별 #보잉737맥스8 #보유현황 보잉 737 맥스를 보유하고 있는 항공사는 어디? 2017년에 첫선을 보인 737 4세대 즉 보잉 737맥스 지금까지 고객사에게 인도된 비행기는 46개 항공사에 총 350대 대부분은 이번 사고기인 MAX8 기종...
39,737 MAX fleet의 4분의 1이 조금 넘는 97대의 항공기들이 중국 항공사들에 의해 운용되고 있었습니다. 주요 중국... Boeing 737 MAX 항공기들은 현재 34개국의 54개 항공사에 보급되어 있습니다. 아시아태평양지역 항공사들은 현재 136대의 Boeing 737 MAX...
40,"형, 항공사 사무장님 소개해줄께 하면서 서로 좋은 이야기 나누라고 이야기 해줬다. 응, 만나서 좋은 이야기 들으면 좋지 얼른와 이렇게 윤희와 항공사 사무장님을 만났다^^ 윤희와 함께^^ 우와 우리 7년만에 만나네    그동안 잘지냈지? 하면서 서로 안부를 묻고 이야기 나눴다 그리고 3월 달에..."
41,"2019 웰크론헬스케어/에어서울 MOU체결 웰크론헬스케어가 지난달 19일  에어서울  항공사와 업무제휴를 위한 양해각서(MOU)를 체결했다.... 에어서울은 아시아나계열의 저비용 항공사(LCC)로, 2016년 10월 첫 취항한 이래, 현재 일본, 동남아, 괌 등 19개 국제선 노선을 운항하고 있다."
42,"< 제1여객터미널 운항 항공사 > 아시아나항공, 저가항공사, 기타 제2여객터미널을 이용하지 않는 외국항공사 < 제2여객터미널 운항 항공사 > 대한항공, 델타항공, 에어프랑스, 네덜란드항공, 아에로멕시코, 알이탈리아, 중화항공, 가루다 인도네시아 항공, 샤먼항공, 체코항공, 아에로플로트..."
43,"제주항공, 진에어, 이스타, 티웨이 등 다양한 저비용항공사들이 있는데요. 이번에 새로운 에어필립이라는 새로운 항공사가 취항을 해서 이웃님들께 에어필립 탑승기를 보여드리려고 합니다...^^ 저희 신랑이 일때문에 제주에 출장을 자주 가는데요. 이번에 다녀올때는 어떤 비행기인지 궁금해서..."
44,"사이트, 항공사 홈페이지, 소셜커머스 등을 살펴봐야 합니다. 앱/웹사이트 마다 가격이 달라서 최저가를 찾는데 공을 많이 들였습니다. 저는 플레이윙즈, 스카이스캐너, 와이페이모어, 카약 총 4곳에서 일정에 따른 가격을 비교 통해  노랑풍선  여행사를 골랐고 그 다음에, 항공사 홈페이지에서..."
45,"세계 최고 항공사 중 하나인 케세이 퍼시픽 이번에도 탑승했어요 티어 유지차   케세이퍼시픽 도쿄 하네다 - 홍콩 - 브리즈번 태국, 한국과 함께... 한 항공사가 아니기에, 물도 에비앙. 중국스런 완탕면, 저패니스 커리 주문해서 먹었으면 친절하게 직원불이 테이블로 가져다 드려요. 맛은..."
46,파라과이에 FLYBONDI 항공사가 첫취항한지 1개월만에 7800명의 승객이 아순시온 노선을 이용했다. 금년 5월부터는 아순시온 노선 취항편을 늘려 주5회 비행편을 운행하기로 했다. FLYBONDI 항공사 가격은 세금 포함 평균 45달러로 가장 저렴한 수준을 유지하고 있어 파라과이 승객들의 환영을...
47,많이 다녀보신 분은 아는내용이지만 처음 공항을 이용하기 위해서는 본인이 타는 항공사를 확인하는 것이 필요한데요. 한가지 확실하게 체크해야 하는 사항은 항공사마다 청사가 다르기 때문에 잘 못타면 엉뚱한 여객터미널에 하차할 수 있습니다. 또한 공동운항편의 경우 항공사와 비행기가...
48,미국 항공사 중에 젯블루는 정말 많이들 이용하는 항공사 중에 하나인데요. 개인적으로 정말 좋아하는 항공사 이기도 합니다. 젯블루는 비교적 저렴한 항공권과 미국에서 가까운 캐리비안이나 미국 내 비행을 하기에 굉장히 적합한 항공사 이기도 합니다. 우리나라 항공사로 예를 들면...
49,"오늘은 #진에어 #무료기내식 리뷰를 해볼게요~ 저가항공사들은 가까운 거리는 기내식을 제공하지 않고, 3~4일전 미리 예약 시에만 제공되는 거... 그리고 시키는 김에 콜라도 주문함      아무래도 저가항공사는 편의점 장사로 이득을 보는 느낌이 들었어요    참고로, 카드 계산하면..."
50,보잉사의 B737 맥스 8이 최근 잇단 추락사고로 전 세계 각국에서 연달아 운항 중단을 결정하고 있는 가운데 해당기종의 도입을 추진 하던 국내 항공사들이 안전 확보 전까지 운항하지 않겠다는 방침을 밝히면서 도입 계획이 없던 항공사간 희비가 엇갈리고 있다. 14일 대한항공과 티웨이항공은...
51,인천~울란바토르 추가 운항권 2월 25일 항공사별 PT 26일 결정 아시아나 vs LCC 대결 구도  황금 노선 으로 불리는 몽골 하늘길을 놓고 국내 7개 항공사가 한판 승부를 벌인다고 합니다. 타깃은 인천~울란바토르(몽골) 노선의 추가 운항권입니다. 대한항공이 30년 가까이 단독으로 운항해온...
52,"비행기 여행 시 항공사, 공항 이용 꿀팁 소개 해요!! 예전과 달리 해외여행에 대한 부담감이 적어져서 휴가철이나 명절에 해외로 여행을 많이 떠나시는데요, 제주도, 일본 등 가까운 곳은 여객선을 이용하는 경우도 있지만 대부분 비행기를 이용하시죠. 비행기 여행 시 항공사, 공항을 이용하게..."
53,세계 최대 항공사로 유명했던  팬암 이 캐주얼 패션 브랜드로 한국에 공식 런칭된다. 다람엠에프(대표 정승준)는 미국 팬 아메리칸 월드...  팬암 은 1927년 미국에서 설립돼 90년대까지 세계 최대 항공 노선을 운항하며 20세기 역사와 문화 속에서 큰 역할을 차지했던 항공사다. 영화  캐치 미...
54,"#싱가폴항공탑승후기 #세계최고항공사 #싱가폴항공 #데이지싱가폴 여러분 드디어!!! 드디어, 가을에 방문한 싱가폴 여행기 싱가폴항공 탑승후기를 쓸 수 있게 되었다. 우선, 나에게 큰 도전이었던건 항공사를 퇴사 한 후 다양한 국적 항공사를 이용하고 서비스를 분석, 비교하는 것이었다. 데이지쌤..."
55,"#항공권특가 #해외여행 #해외여행준비물 [해외여행준비] 국내 해외 항공사 총정리 항공권 특가 득템 꿀팁   국내외 항공사 총정리 해외여행을 가기로 결심했다면, 제일 먼저 해야 할 일은 '항공권 구입'입니다. 현지 숙소는 차후의 문제구요. 출발일이..."
56,"미국의 항공사 팬암 1972년, 미국 키웨스트에서 하바나까지의 항공 우편노선을 취항하며 시작한 팬암(Pan American Airways) 항공역사의 선구자로 20세기를 상징하는 대표적인 아이콘으로 남게되었는데, 이 팬암이 이번에 한국 최초로 팬암 어패럴을 런칭!! 도전, 자유, 혁신의 팬암 항공사..."
57,"그러니 그려러니 하고 타시던지 아니면 건강을 위해 다른비행기 타시기를 권장한다. 특히 고혈압, 당뇨 있으신분은 타지마시라... 이상 제가타본 최악의 항공사 라이언 에어 였습니다. 인도네시아 에는 라이온 에어가 있다 여기도 좋지는 안지만 유럽라이언 에어랑 비교불가."
58,"외국 항공사 마일리지 어느 항공사에 적립할까? 외국 항공사를 이용하는 경우에 대한항공, 아시아나항공 마일리지가 얼마나 적립되는지를 알아봤습니다. 실제로 고수들의 경우 회원 혜택이 좋은 외국 항공사에 회원가입해서 마일리지를 구입하고 마일리지를 국적기인 대한항공이나..."
59,아끼는 항공사인데 제가 참여해야죠 !! 나는 포스팅한다 나는 응모한다 저를 뽑아주세요!!!! 나고야가서 속세에 찌든 저를 힐링할래요!!!!... 다녀온 방콕사진으로 꽉채웠는데 얼른 다른여행지로 꽉채워보고싶네요! #최애항공사#에어부산#나고야#나고야답사#나고야여행#부산나고야#여행의지혜
60,"한국과 태국을 오가는 항공사들은 모두 9개고 인천-방콕은 물론 부산, 대구, 제주, 무안-방콕과 인천-푸켓, 치앙마이 등이 운영된다. 태국의 성수기가 시작되는 11월을 앞둔 10월 28일 기준, 양국을 오가는 항공사들의 출도착 시간은 다양하지만 태국에서 한국으로 돌아오는 항공기들은..."
61,각 항공사 비즈니스석 이상의 탑승객에게 해당되는 이야기입니다. 특히 넓은 좌석을 이용하는 게 가장 부럽습니다. 기타 부가서비스를... 각 항공사 별로 정리를 해두었으니 여행을 즐기시기 전에 참고하시면 도움이 될 것 같습니다. # 1. 티웨이항공 프리미엄 좌석 티웨이항공에서는...
62,"한국 항공사에서 보잉사의 ""보잉 737 맥스 8"" 도입 검토중인 곳은 대한항공/티웨이 항공, 제주항공이며, 이미 2018년 12월 ""이스타항공""이 한국 최초 이기종 도입했다. Img BBC Img The Air Current / 이미 문제되고있는 시스템 설명 이미지"
63,이용호 의원은   항공사들의 항공 마일리지 갑질은 심각한 수준 이라며  소비자들이 가장 선호하는 보너스 항공권 구매는 고사하고... 예매권 한 장을 구매하기 위해 2만6000원의 마일리지를 지급해야 한다 고 말했다. 소멸될 항공마일리지 8000억  항공사만 배불려 biz.newdaily.co.kr
64,"'보잉 737 Max 8' 기종을 가장 많이 운용하고 있는 항공사는 어디일까? 보잉에 따르면, 올해 1월까지 총 31대를 인도받은 미국... 항공사들뿐만 아니라 보잉에서도 나쁜 소식이다. 737 Max 기종은 이미 수천 대가 주문 예약 중이기 때문이다. 1월까지 5,011대가 주문되었고, 이중..."
65,"이번 여행에서 이용한 항공사는 아시아나 항공이고 항공편은 인천에서 LA로 가는 직항편이다. 인천공항에서 LA까지는 대략 12시간 정도 걸린다.... 그 동안 싼 항공편을 찾다보니 대한항공이나 아시아나를 이용하지 못했는데, 이번 기회에 이용하게 되면서 자연스레 미국 항공사들과 비교하게 된다. 1...."
66,"터키 저비용항공사인 아틀라스글로벌은 아타튀르크국제공항을 허브로 사용중이다. 2001년 아틀라스제트로 설립하여 운항하다가... 터키의 항공사는 아틀라스글로벌 포함 아나돌루제트, 페가수스항공, 터키항공이 있다. IATA : KK ICAO : KKK Callsign : ATLASGLOBAL"
67,"이 편견을 깬 항공사들이 있다. 아예 기내식 탓에 한번더 이 항공을 이용한다고 알려진 먹방 기내식 항공사 톱5다. 신뢰할 만 하냐고? 기내식 후기 유명 블로그  인플라이트피드 (InflightFeed)의 운영자로, 15년간 항공업계에 몸담아온 닉 루카스가 미국 경제전문 매체 비즈니스인사이더를..."
68,"항공사 후기는 여기서 끝입니다! 왜냐면 비행기를 탔지만 항공기 문제로 한참을 기다리다 기다리다 결국, 항공기 결함으로 인해 출발을... 사전 알림 없이 공항 내 지연이 4시간 이상일 경우 항공사 측에서 간단한 식음료를 제공해주는 편입니다. 2.경유 항공편 지연에 관한 가장 큰 문제는 경유..."
69,"( #LCC )저가항공사를 자주 이용하시는 분들은 집중! 해주세요. 첫 번째로 소개해드리는 저만의 꿀팁은 #저가항공 포인트도 쌓고 공항 라운지를... 제주항공 리프레시포인트 신한카드(항공사 마일리지 카드) 예를 들어 (신한카드 기준) 아시아나, 대한항공 등 항공사 제휴카드는 1,000원당 1마일..."
70,"5시간에서 2시간정도 이며, 특히 저 2개의 항공사는 환승하는 이동 동선이나 전반적으로 스트레스를 '덜'받는 공항임을 알려드립니다. 특히 핀에어가 그렇습니다. 그리고 대한항공 마일리지로 인해 [에어프랑스]를 타시고 오시는경우도 있는데, 절대 부모님과 올경우 타지 말아야 할 항공사가 바로..."
71,인천2공항의 인천공항 제2여객터미널 취항 항공사 목록 오늘은 새로 생긴 인천 공항 제2여객터미널 취항 항공사를 알아보았어요 늘 느끼는 것이지만 우리나라 인천 공항이 전세계 공항중에서 탑인거 같아요 너무 편리하고 출입국심사도 빠르구요^^ 자~~자세히 보이시죠? 인천 2공항 2여객터미널의...
72,"#저비용항공사 ( #LCC )들이 #베트남 노선을 앞다퉈 늘리고 있습니다.  박항서 효과 로 해당 노선 수요가 늘어난 데다, 차별화 전략을 꾀하려고... 이스타항공은 국내 저비용항공사 최초로 베트남 푸꾸옥 노선을 신규 취항합니다. 이스타항공은 '19년 2월부터 인천~나트랑과 함께 인천~푸꾸옥..."
73,웬 듣보못 '항공사 협회 라운지' 냐며 내 신용카드로 갈수 있는 다른 라운지를 찾아갈까.. 하다가 이 라운지가 내가 탑승할 46번 게이트 바로 앞에... 있고 심지어 방콕 수완나품 공항에도 고급 케세이 라운지가 따로 있건만 인천공항에서는 요렇게 간이로 만들어놓은 둣한 라운지를 다른 항공사들...
74,그때는 다양한 나라를 업무상 출장으로 자주다니다보니 정말 우리가 흔히 알고 있는 여러나라를 대표하는 국적항공사부터 다양한 항공사의 비행기를 이용했었답니다. 정말 비행기 겉면에 그려진 로고만 봐도 아.. 어느나라의 비행기구나 알수 있을정도로 관심이 있었는데.. 한참 시간이 지나서...
75,"파산 위기 ""델타항공""이 미국 최고 항공사가 되기까지 저가 항공사들의 유입 지속된 파업으로 인한 인건비 상승 9 11테러에 따른 여파 유가 급등 2005년 미국, 사회적 이슈와 상황으로 대형 항공사의 경영난이 심각했다. 미국의 대표 항공사  델타항공  또한, 극심한 경영난에 몸살을 앓다가, 결국..."
76,내년부터 인천공항 제2여객터미널에는 대한항공을 비롯하여 에어프랑스 델타항공 KLM 4항공사가 입주하여 스카이팀 전용 터미널로 이용됩니다.... 인천공항 제2여객터미널에 입주하는 항공사의 경우 이제는 탑승수속부터 세관검사등 모든절차가 기존과 별도로 인천공항 제2여객터미널에서...
77,"패스트인베스트먼트 등 국내외 유수의 투자자들이, 신규 항공사  에어프레미아 에 105억 투자 패스트인베스트먼트는 국내 대표적인 컴퍼니... 그런 회사에서 우리가 대X항공이나 아XX나항공처럼 익숙해진 항공사에 투자를 했다니, 자연스럽게 관심이 갈 수밖에 없는 소식이었는데요...."
78,"# 인천공항 터미널별 이용항공사 안내(2018.10.28.) 1. 인천공항 1터미널 이용항공사 - 아시아나항공, 제주항공, 진에어, 티웨이 - 이스타항공, 에어서울 - 중국동방항공, 중국남방항공 - 캐세이퍼시픽, 필리핀 항공, 타이항공 등 2. 인천공항 2터미널 이용항공사 - 대한항공, 에어프랑스..."
79,"카페를 가입하고 볼 일이니 일단 제껴두고   제가 한 방법은 항공사를 통한 무료 대행이었습니다. 그래요. 공짜!!! 네요.... 쉽게 말해 대형 국적기 티켓을 구매했다 해도, 그 구매가 인팍투어나 여행업체 등을 통하면 항공사에선 해주지 않는다는..."
80,"누워서 천장 보고 있으니 떠오르는, 기억나는 몇 개의 항공사. 그들의 짤막한 후기. 우리나라 저가 항공사는 딱 세 번 경험해봤다. 내 기준에서 가장 준수했던 것이 이스타 항공이었고 너무 흔들려서 무섭기까지 했던 제주 항공. 난기류 탓이었겠지만 비행기를 타본 이래 그런 흔들림은 처음이라..."
81,"10 항공사들이 있다    Singapore Airlines comes out on top, with Qatar Airways second.    Qatar Airways가 2등으로, Singapore...  단 하나의 미국 항공사가 글로벌 Top 10 리스트에 들었다. David Reid | @cnbcdavy Published 6:24 AM ET Tue, 2 April 2019 A..."
82,"제2여객터미널(T2)은 작년 초 처음 개장했을 때만 해도 대한항공, 델타, 에어프랑스, KLM 등 4개의 항공사만 이용했지만, 지난 10월 말부터 스카이팀 소속 7개 항공사가 추가 이전되어 현재 총 11개의 항공사가 이용하고 있기 때문이다. 작년 매출 성과가..."
83,"고민에 빠진 국적항공사 보잉기 114대를 어쩌나?   에티오피아 항공기 추락사고로 '보잉737-맥스8' 기종의 안전성에 의문이 제기되자 이스타항공이 긴급운항중지를 결정한데 이어 2019년부터 100여대를 도입하려던 국적항공사에 비상이 걸려.   특히, 대한항공과 티웨이, 이스타 등..."
